"export-world data (NetLogo 5.2-RC3)"
"GAI CW Editior.nlogo"
"04/07/2015 16:32:55:545 +0100"

"RANDOM STATE"
"0 0 -1727483681 276 0.0 false -677974568 980500315 987089948 377574260 1660002940 -907328332 -1316128679 -1227132055 1052806517 812915614 486225935 -455284423 -1206873383 762320022 999349971 1063859995 1657616458 1351747867 478905577 1458221788 298971359 -512580580 196038487 465772461 544654440 266173269 -248101895 -1335797542 -1765399004 -80642460 -1780593143 1333633023 517426435 458060450 1545300777 -262729605 717100429 1686200520 -982429106 615001829 1536082239 818540585 865990735 -2026850185 -621958650 -340223286 1842126912 2134683204 -1271772562 740478983 -2065810754 -891781215 -516557869 1034731337 -858160906 2048894994 -1255914453 -293105825 230638410 -1937912565 897670052 -1729954314 -1000438408 -486232860 -1038796233 1607931731 99247423 1171286053 -1749154607 -1284785336 1192308750 -2042482367 -435129210 790857718 563838469 -964662490 465878082 -316098803 701254321 1382565576 2069799936 -1946510028 -1052734489 928586117 1551972283 -506013938 859309586 -589563240 -1944213561 305964720 1537044207 1724621138 -1629429785 -1131836842 -666002519 457952692 1383440703 1749704075 -1738260024 -1510291213 1330107355 -2027542050 1646039590 -408784474 -204066811 702035775 -1484210953 975283435 1824769097 2091089175 -1141955768 -1703458830 1713187189 192919317 -1491527593 -1396501584 87473399 2054893490 -1568716866 794009266 -654969365 -1288990662 -2059557915 -1577497929 -1426185025 -847188176 -324650892 -498301952 1462550116 -1123572472 744676038 108413057 860007109 903238043 447188220 1138840458 2111362066 -412324031 -291350265 642429538 1667916247 1884942758 636615229 1916108100 -1557284239 377054383 -320833393 944383032 128779440 867332916 482061321 -490452925 245767816 -473827126 -1575504539 -379461241 -2098503381 -1802762525 -1108121110 -764017442 2044204678 -1750606739 114807098 872941134 1892117464 -1383291312 303127810 467405263 -1519028992 520497581 -225593578 786565053 662307262 -654194359 840219442 -1661238178 -1170529884 -1670410106 -600460111 -1177686331 -2061652270 514148274 2074655821 303286263 885796173 483987637 -513652082 756309406 1485562132 1474969033 554672558 698088014 -1827334631 -284330642 658206581 -1086071364 -926236095 -461514450 339206651 -1539159986 434990308 1627098577 332771708 -1988843907 1016203930 -224825790 1613664806 -1909216217 1522519968 1528776696 1561068456 611320629 -903305149 1837053610 -347869665 1636887290 577388894 -548685916 915669876 652095446 821222341 895884094 619517606 1279295797 1924193013 -1987536486 1830087757 387493000 -641622091 1933364159 -673930825 660005401 -341907776 52912826 -143670266 -1969698695 1263216416 -410070177 -1784910765 1827671253 954435314 -1789766461 -1404288128 1670513600 15846413 824942970 1861435336 812634542 -1205891475 964446329 -1770985348 -1510033313 1743340149 1235349928 1568497596 -912588409 -835942913 -1439594653 -1592113113 -1456828890 -450164283 171332486 354046273 1010955557 1828400127 2086046890 -1949715954 -1716409130 -1528633503 -1996403413 -970973020 1003904361 575155547 -86286747 -1740753014 805209032 121973687 -2008471241 -1952077482 -1460294370 -1228672146 1309000160 -105602310 -1096381643 750563631 1454244141 1559647384 -504752710 -521332502 1448614936 24443767 -910264579 1367197266 -1319023480 -2118618322 144780796 -2043574303 707784338 233040193 -1313943577 -275734022 -1085931839 1350451387 -114073986 -1007677251 649601454 1945207557 -1849231716 1626003583 -1315818515 -905411963 -754990840 -2069467424 1329591409 -2052789481 -1882238968 -378056725 -1745186271 -1816809081 -439336901 306088859 -1496135346 -706027056 1279197033 1261872279 865777880 779235229 -534078779 163268507 -899775812 -2010734289 215815724 1851697354 1575977339 -1477528287 -1897316963 1674042331 1801762888 1145290031 -1774841250 -888566915 -61095177 -710632757 -647074558 892592416 -321889516 51428943 214402172 2013825918 -98246063 2139583799 990613609 2068503091 -1552185943 -1989865471 426893815 -281156399 -17278016 -1343486345 -472795913 -1019686872 -950112548 178089934 1930088034 -907773611 -375252502 92257063 -808871723 -1766616858 1226616417 -995655815 -1396339676 346690530 -851829238 -310801881 1121017283 -1336403691 -2126153080 -877676016 1221866847 -169162992 -1465806916 -482887445 2047045287 -25485765 505733458 -149140969 1059345711 -446280713 277586519 1104750679 -2078965460 951410572 -1145488566 -901947350 543122226 145068603 782739786 -1959555635 -188126955 -907241915 540989874 1435238331 618523381 104468250 194632438 893620257 1281189137 -229359391 -1376743762 -2131685100 -1134157272 -747582337 -728671508 842799626 -135014623 1212574660 -1104801300 -1845473998 -1863009517 88414525 2097207358 -1745387810 -1365887319 -1978087410 538382448 215980530 974077996 -988233947 -1904419569 -1457439399 914299259 -32231097 713540666 -437131851 -1631929041 -1001064018 -301046480 -1951270408 2068680314 -1830898038 656656985 345787545 1318878137 1549261143 907237978 97990137 691002817 1880667172 -1985461213 -529534288 -1421982989 -1771057359 -1586193556 -1862965414 -947338284 181567812 -1344600822 666222465 615974859 951366999 62932827 1699450006 1345105495 -1309156221 -1502399228 1551146321 -492583788 -2109597183 698943522 -433998566 1661625519 -845235989 1593808469 -1661157657 1220163578 1629481240 1488915508 1967248143 -2019058973 -1197105030 -1456008126 1185516946 1611390456 1806090766 -1803425385 -963303433 -1302386368 -907536275 -850391883 570503143 1959025447 1566197337 1221073990 915735984 978751172 -1520287574 1654897252 -707492765 -1411522359 1663473772 725096125 557616902 1182611258 -138148561 1103527960 -1054407807 -1608117382 -2135714710 172484950 -866791468 1824327391 -1838671692 868621360 -1333496760 2082149526 -1780166144 -1938175202 -1229255851 190110653 351227716 -10719771 -335528891 -1744021604 227251894 -1871415707 2100182404 406953507 -467686534 -101121119 -2068542072 636687750 1281118041 -1515972104 -1045644068 -1486345992 -953523861 268576905 -2077826420 -782050280 -1494759962 -568136765 -160543120 1688772041 -261295274 1803294081 1380971451 629729845 1376567628 -1347391960 -1314136823 1850365132 -1444289145 1762534673 -615770243 -1338649091 1066199180 -401172985 -1058232844 2032391287 -627985833 -271000570 -1710889320 1667769845 -656169325 -846424578 1529592066 -190917286 -2025368263 897082028 -138913461 -555257460 -1484213812 1318660352 -1238167871 209531180 990806406 -367848455 -1375038297 1520198107 955643367 -2143247614 658262397 434607064 -800721122 807820751 -448809115 -965406809 -32616503 585044745 1376376714 1112373067 989754173 -1637127644 233278688 -195372385 -1330921900 -592227842 -815413115 -1115403196 -626957793 -95257819 171878431 1606741971 931427298 83523093 -94352400 -63560406 -1506470117 -2043434229 1740900155 833243571 1801316675 -564679626 2128172269 -769693650 -899491094 713064639 1974715146 2141047063 -1520904690 -676906878 1413961632 1668211927"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","damage","dead?","game-over?","jattack","jlevel","level","loot","pattack","phealth","playercorx","playercory","plevel","score","time","tool","win?"
"-16","16","-16","16","0","nobody","30","""NEITHER""","-1","0","false","false","0","0","3","0","0","0","0","0","0","0","0","""Eraser""","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","health","headings","state","index","jstate"
"0","135","24","-2","14","""knight""","""""","9.9","{breed player}","false","2","1","""up""","0","0",,,
"1","35","281","13","13","""j.a.k.e""","""""","9.9","{breed boss}","false","3","1","""up""","0","0",,"0","0"
"2","45","347","-6","13","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"3","45","35","1","13","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"4","15","175","-3","-6","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"5","15","193","11","-6","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"6","15","237","-15","-13","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"7","15","288","-4","1","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"8","15","351","1","3","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"9","15","144","-10","11","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"10","15","16","9","12","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"11","15","212","14","3","""witch""","""""","9.9","{breed enemy}","false","2","1","""up""","0","0","0","0",
"12","45","41","-15","13","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"13","45","342","-14","14","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"14","45","346","-12","14","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"15","45","186","2","-5","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"16","45","67","2","-7","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"17","45","89","4","-6","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"18","45","138","5","-4","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"19","45","50","15","-14","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"20","45","177","13","-14","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"21","45","236","-15","-4","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"22","45","129","-4","-15","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"23","45","128","-1","-14","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"24","45","30","15","-1","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"25","45","100","-15","4","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"26","45","271","-13","4","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"27","45","115","13","7","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"28","45","135","15","9","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,
"29","45","270","8","15","""circle""","""""","9.9","{breed gold}","false","1","1","""up""",,,,,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"-16","16","0","""""","9.9"
"-15","16","0","""""","9.9"
"-14","16","0","""""","9.9"
"-13","16","0","""""","9.9"
"-12","16","0","""""","9.9"
"-11","16","0","""""","9.9"
"-10","16","0","""""","9.9"
"-9","16","0","""""","9.9"
"-8","16","0","""""","9.9"
"-7","16","0","""""","9.9"
"-6","16","0","""""","9.9"
"-5","16","0","""""","9.9"
"-4","16","0","""""","9.9"
"-3","16","0","""""","9.9"
"-2","16","0","""""","9.9"
"-1","16","0","""""","9.9"
"0","16","0","""""","9.9"
"1","16","0","""""","9.9"
"2","16","0","""""","9.9"
"3","16","0","""""","9.9"
"4","16","0","""""","9.9"
"5","16","0","""""","9.9"
"6","16","0","""""","9.9"
"7","16","0","""""","9.9"
"8","16","0","""""","9.9"
"9","16","0","""""","9.9"
"10","16","0","""""","9.9"
"11","16","0","""""","9.9"
"12","16","0","""""","9.9"
"13","16","0","""""","9.9"
"14","16","0","""""","9.9"
"15","16","0","""""","9.9"
"16","16","0","""""","9.9"
"-16","15","0","""""","9.9"
"-15","15","5","""""","9.9"
"-14","15","5","""""","9.9"
"-13","15","5","""""","9.9"
"-12","15","5","""""","9.9"
"-11","15","5","""""","9.9"
"-10","15","5","""""","9.9"
"-9","15","5","""""","9.9"
"-8","15","5","""""","9.9"
"-7","15","5","""""","9.9"
"-6","15","0","""""","9.9"
"-5","15","0","""""","9.9"
"-4","15","9.9","""""","9.9"
"-3","15","9.9","""""","9.9"
"-2","15","9.9","""""","9.9"
"-1","15","9.9","""""","9.9"
"0","15","0","""""","9.9"
"1","15","0","""""","9.9"
"2","15","5","""""","9.9"
"3","15","5","""""","9.9"
"4","15","5","""""","9.9"
"5","15","5","""""","9.9"
"6","15","5","""""","9.9"
"7","15","5","""""","9.9"
"8","15","5","""""","9.9"
"9","15","5","""""","9.9"
"10","15","5","""""","9.9"
"11","15","5","""""","9.9"
"12","15","5","""""","9.9"
"13","15","5","""""","9.9"
"14","15","5","""""","9.9"
"15","15","5","""""","9.9"
"16","15","0","""""","9.9"
"-16","14","0","""""","9.9"
"-15","14","5","""""","9.9"
"-14","14","5","""""","9.9"
"-13","14","5","""""","9.9"
"-12","14","5","""""","9.9"
"-11","14","5","""""","9.9"
"-10","14","5","""""","9.9"
"-9","14","5","""""","9.9"
"-8","14","5","""""","9.9"
"-7","14","0","""""","9.9"
"-6","14","0","""""","9.9"
"-5","14","9.9","""""","9.9"
"-4","14","9.9","""""","9.9"
"-3","14","9.9","""""","9.9"
"-2","14","9.9","""""","9.9"
"-1","14","9.9","""""","9.9"
"0","14","9.9","""""","9.9"
"1","14","0","""""","9.9"
"2","14","0","""""","9.9"
"3","14","5","""""","9.9"
"4","14","5","""""","9.9"
"5","14","5","""""","9.9"
"6","14","5","""""","9.9"
"7","14","5","""""","9.9"
"8","14","5","""""","9.9"
"9","14","5","""""","9.9"
"10","14","5","""""","9.9"
"11","14","5","""""","9.9"
"12","14","5","""""","9.9"
"13","14","5","""""","9.9"
"14","14","5","""""","9.9"
"15","14","5","""""","9.9"
"16","14","0","""""","9.9"
"-16","13","0","""""","9.9"
"-15","13","5","""""","9.9"
"-14","13","5","""""","9.9"
"-13","13","0","""""","9.9"
"-12","13","0","""""","9.9"
"-11","13","0","""""","9.9"
"-10","13","0","""""","9.9"
"-9","13","5","""""","9.9"
"-8","13","5","""""","9.9"
"-7","13","0","""""","9.9"
"-6","13","5","""""","9.9"
"-5","13","5","""""","9.9"
"-4","13","5","""""","9.9"
"-3","13","5","""""","9.9"
"-2","13","5","""""","9.9"
"-1","13","5","""""","9.9"
"0","13","5","""""","9.9"
"1","13","5","""""","9.9"
"2","13","0","""""","9.9"
"3","13","5","""""","9.9"
"4","13","5","""""","9.9"
"5","13","5","""""","9.9"
"6","13","5","""""","9.9"
"7","13","5","""""","9.9"
"8","13","5","""""","9.9"
"9","13","5","""""","9.9"
"10","13","5","""""","9.9"
"11","13","5","""""","9.9"
"12","13","5","""""","9.9"
"13","13","5","""""","9.9"
"14","13","5","""""","9.9"
"15","13","5","""""","9.9"
"16","13","0","""""","9.9"
"-16","12","0","""""","9.9"
"-15","12","5","""""","9.9"
"-14","12","5","""""","9.9"
"-13","12","0","""""","9.9"
"-12","12","5","""""","9.9"
"-11","12","5","""""","9.9"
"-10","12","5","""""","9.9"
"-9","12","5","""""","9.9"
"-8","12","5","""""","9.9"
"-7","12","0","""""","9.9"
"-6","12","0","""""","9.9"
"-5","12","5","""""","9.9"
"-4","12","5","""""","9.9"
"-3","12","5","""""","9.9"
"-2","12","5","""""","9.9"
"-1","12","5","""""","9.9"
"0","12","5","""""","9.9"
"1","12","0","""""","9.9"
"2","12","0","""""","9.9"
"3","12","5","""""","9.9"
"4","12","5","""""","9.9"
"5","12","5","""""","9.9"
"6","12","0","""""","9.9"
"7","12","5","""""","9.9"
"8","12","5","""""","9.9"
"9","12","5","""""","9.9"
"10","12","5","""""","9.9"
"11","12","5","""""","9.9"
"12","12","5","""""","9.9"
"13","12","5","""""","9.9"
"14","12","5","""""","9.9"
"15","12","5","""""","9.9"
"16","12","0","""""","9.9"
"-16","11","0","""""","9.9"
"-15","11","5","""""","9.9"
"-14","11","5","""""","9.9"
"-13","11","0","""""","9.9"
"-12","11","5","""""","9.9"
"-11","11","5","""""","9.9"
"-10","11","5","""""","9.9"
"-9","11","5","""""","9.9"
"-8","11","5","""""","9.9"
"-7","11","5","""""","9.9"
"-6","11","0","""""","9.9"
"-5","11","0","""""","9.9"
"-4","11","0","""""","9.9"
"-3","11","5","""""","9.9"
"-2","11","5","""""","9.9"
"-1","11","0","""""","9.9"
"0","11","0","""""","9.9"
"1","11","0","""""","9.9"
"2","11","5","""""","9.9"
"3","11","5","""""","9.9"
"4","11","5","""""","9.9"
"5","11","5","""""","9.9"
"6","11","0","""""","9.9"
"7","11","5","""""","9.9"
"8","11","5","""""","9.9"
"9","11","5","""""","9.9"
"10","11","5","""""","9.9"
"11","11","5","""""","9.9"
"12","11","5","""""","9.9"
"13","11","5","""""","9.9"
"14","11","5","""""","9.9"
"15","11","5","""""","9.9"
"16","11","0","""""","9.9"
"-16","10","0","""""","9.9"
"-15","10","5","""""","9.9"
"-14","10","5","""""","9.9"
"-13","10","0","""""","9.9"
"-12","10","5","""""","9.9"
"-11","10","5","""""","9.9"
"-10","10","5","""""","9.9"
"-9","10","5","""""","9.9"
"-8","10","5","""""","9.9"
"-7","10","5","""""","9.9"
"-6","10","5","""""","9.9"
"-5","10","5","""""","9.9"
"-4","10","5","""""","9.9"
"-3","10","5","""""","9.9"
"-2","10","5","""""","9.9"
"-1","10","5","""""","9.9"
"0","10","5","""""","9.9"
"1","10","5","""""","9.9"
"2","10","5","""""","9.9"
"3","10","5","""""","9.9"
"4","10","5","""""","9.9"
"5","10","5","""""","9.9"
"6","10","0","""""","9.9"
"7","10","5","""""","9.9"
"8","10","5","""""","9.9"
"9","10","5","""""","9.9"
"10","10","5","""""","9.9"
"11","10","5","""""","9.9"
"12","10","5","""""","9.9"
"13","10","5","""""","9.9"
"14","10","5","""""","9.9"
"15","10","5","""""","9.9"
"16","10","0","""""","9.9"
"-16","9","0","""""","9.9"
"-15","9","5","""""","9.9"
"-14","9","5","""""","9.9"
"-13","9","5","""""","9.9"
"-12","9","5","""""","9.9"
"-11","9","5","""""","9.9"
"-10","9","5","""""","9.9"
"-9","9","5","""""","9.9"
"-8","9","5","""""","9.9"
"-7","9","5","""""","9.9"
"-6","9","5","""""","9.9"
"-5","9","5","""""","9.9"
"-4","9","5","""""","9.9"
"-3","9","5","""""","9.9"
"-2","9","5","""""","9.9"
"-1","9","5","""""","9.9"
"0","9","5","""""","9.9"
"1","9","5","""""","9.9"
"2","9","5","""""","9.9"
"3","9","5","""""","9.9"
"4","9","5","""""","9.9"
"5","9","5","""""","9.9"
"6","9","0","""""","9.9"
"7","9","5","""""","9.9"
"8","9","5","""""","9.9"
"9","9","5","""""","9.9"
"10","9","5","""""","9.9"
"11","9","0","""""","9.9"
"12","9","0","""""","9.9"
"13","9","0","""""","9.9"
"14","9","0","""""","9.9"
"15","9","5","""""","9.9"
"16","9","0","""""","9.9"
"-16","8","0","""""","9.9"
"-15","8","5","""""","9.9"
"-14","8","5","""""","9.9"
"-13","8","5","""""","9.9"
"-12","8","5","""""","9.9"
"-11","8","5","""""","9.9"
"-10","8","5","""""","9.9"
"-9","8","5","""""","9.9"
"-8","8","5","""""","9.9"
"-7","8","5","""""","9.9"
"-6","8","5","""""","9.9"
"-5","8","5","""""","9.9"
"-4","8","5","""""","9.9"
"-3","8","5","""""","9.9"
"-2","8","5","""""","9.9"
"-1","8","5","""""","9.9"
"0","8","5","""""","9.9"
"1","8","5","""""","9.9"
"2","8","5","""""","9.9"
"3","8","5","""""","9.9"
"4","8","5","""""","9.9"
"5","8","5","""""","9.9"
"6","8","5","""""","9.9"
"7","8","5","""""","9.9"
"8","8","5","""""","9.9"
"9","8","5","""""","9.9"
"10","8","5","""""","9.9"
"11","8","5","""""","9.9"
"12","8","5","""""","9.9"
"13","8","5","""""","9.9"
"14","8","5","""""","9.9"
"15","8","5","""""","9.9"
"16","8","0","""""","9.9"
"-16","7","0","""""","9.9"
"-15","7","5","""""","9.9"
"-14","7","5","""""","9.9"
"-13","7","5","""""","9.9"
"-12","7","5","""""","9.9"
"-11","7","5","""""","9.9"
"-10","7","5","""""","9.9"
"-9","7","5","""""","9.9"
"-8","7","5","""""","9.9"
"-7","7","5","""""","9.9"
"-6","7","5","""""","9.9"
"-5","7","5","""""","9.9"
"-4","7","5","""""","9.9"
"-3","7","5","""""","9.9"
"-2","7","5","""""","9.9"
"-1","7","5","""""","9.9"
"0","7","5","""""","9.9"
"1","7","5","""""","9.9"
"2","7","5","""""","9.9"
